file,model,agent_type,reassurance_type,sequence,turn_index,confidence,accuracy,toc_turn,condition
2026-04-17T23-25-10__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep7.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,2,34.0,1.0,4,nonjtc / calibrated
2026-04-17T23-25-10__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep7.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,3,56.0,1.0,4,nonjtc / calibrated
2026-04-17T23-25-10__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep7.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,4,83.0,1.0,4,nonjtc / calibrated
2026-04-17T22-22-59__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-59__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,2,60.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-59__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,3,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-59__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,4,65.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-59__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,5,75.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-59__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,6,82.0,1.0,6,jtc / miscalibrated
2026-04-17T23-21-10__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep5.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,1,58.0,0.0,2,jtc / miscalibrated
2026-04-17T23-21-10__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep5.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,2,83.0,0.0,2,jtc / miscalibrated
2026-04-17T23-17-57__openai_gpt_5_4__jtc__calibrated__sequence_1__rep5.json,openai/gpt-5.4,jtc,calibrated,sequence_1,1,62.0,1.0,3,jtc / calibrated
2026-04-17T23-17-57__openai_gpt_5_4__jtc__calibrated__sequence_1__rep5.json,openai/gpt-5.4,jtc,calibrated,sequence_1,2,74.0,1.0,3,jtc / calibrated
2026-04-17T23-17-57__openai_gpt_5_4__jtc__calibrated__sequence_1__rep5.json,openai/gpt-5.4,jtc,calibrated,sequence_1,3,88.0,1.0,3,jtc / calibrated
2026-04-17T22-18-19__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,1,40.0,1.0,6,jtc / calibrated
2026-04-17T22-18-19__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,2,55.0,1.0,6,jtc / calibrated
2026-04-17T22-18-19__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,3,45.0,1.0,6,jtc / calibrated
2026-04-17T22-18-19__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,4,60.0,1.0,6,jtc / calibrated
2026-04-17T22-18-19__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,5,72.0,1.0,6,jtc / calibrated
2026-04-17T22-18-19__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,6,78.0,1.0,6,jtc / calibrated
2026-04-17T22-16-18__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,1,45.0,1.0,5,jtc / calibrated
2026-04-17T22-16-18__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,2,55.0,1.0,5,jtc / calibrated
2026-04-17T22-16-18__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,3,65.0,1.0,5,jtc / calibrated
2026-04-17T22-16-18__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,4,75.0,1.0,5,jtc / calibrated
2026-04-17T22-16-18__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,5,82.0,1.0,5,jtc / calibrated
2026-04-17T23-21-47__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,1,18.0,1.0,5,nonjtc / calibrated
2026-04-17T23-21-47__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,2,38.0,1.0,5,nonjtc / calibrated
2026-04-17T23-21-47__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,3,42.0,1.0,5,nonjtc / calibrated
2026-04-17T23-21-47__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,4,68.0,1.0,5,nonjtc / calibrated
2026-04-17T23-21-47__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,5,86.0,1.0,5,nonjtc / calibrated
2026-04-17T23-17-35__openai_gpt_5_4__jtc__calibrated__sequence_1__rep2.json,openai/gpt-5.4,jtc,calibrated,sequence_1,1,55.0,1.0,3,jtc / calibrated
2026-04-17T23-17-35__openai_gpt_5_4__jtc__calibrated__sequence_1__rep2.json,openai/gpt-5.4,jtc,calibrated,sequence_1,2,72.0,1.0,3,jtc / calibrated
2026-04-17T23-17-35__openai_gpt_5_4__jtc__calibrated__sequence_1__rep2.json,openai/gpt-5.4,jtc,calibrated,sequence_1,3,88.0,1.0,3,jtc / calibrated
2026-04-17T22-41-09__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,1,15.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-41-09__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,2,25.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-41-09__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,3,35.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-41-09__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,4,45.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-41-09__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,5,55.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-41-09__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,6,65.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-32-17__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,1,45.0,1.0,6,nonjtc / calibrated
2026-04-17T22-32-17__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,2,40.0,1.0,6,nonjtc / calibrated
2026-04-17T22-32-17__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,3,50.0,1.0,6,nonjtc / calibrated
2026-04-17T22-32-17__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,4,55.0,1.0,6,nonjtc / calibrated
2026-04-17T22-32-17__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,5,62.0,1.0,6,nonjtc / calibrated
2026-04-17T22-32-17__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,6,70.0,1.0,6,nonjtc / calibrated
2026-04-17T22-38-08__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,1,15.0,1.0,6,nonjtc / calibrated
2026-04-17T22-38-08__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,2,25.0,1.0,6,nonjtc / calibrated
2026-04-17T22-38-08__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,3,35.0,1.0,6,nonjtc / calibrated
2026-04-17T22-38-08__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,4,50.0,1.0,6,nonjtc / calibrated
2026-04-17T22-38-08__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,5,65.0,1.0,6,nonjtc / calibrated
2026-04-17T22-38-08__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,6,72.0,1.0,6,nonjtc / calibrated
2026-04-17T23-02-13__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep6.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,1,20.0,1.0,6,jtc / miscalibrated
2026-04-17T23-02-13__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep6.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,2,35.0,1.0,6,jtc / miscalibrated
2026-04-17T23-02-13__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep6.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,3,45.0,1.0,6,jtc / miscalibrated
2026-04-17T23-02-13__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep6.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,4,60.0,1.0,6,jtc / miscalibrated
2026-04-17T23-02-13__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep6.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,5,70.0,1.0,6,jtc / miscalibrated
2026-04-17T23-02-13__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep6.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,6,85.0,1.0,6,jtc / miscalibrated
2026-04-17T22-47-12__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,1,50.0,1.0,5,jtc / calibrated
2026-04-17T22-47-12__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,2,55.0,1.0,5,jtc / calibrated
2026-04-17T22-47-12__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,3,60.0,1.0,5,jtc / calibrated
2026-04-17T22-47-12__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,4,70.0,1.0,5,jtc / calibrated
2026-04-17T22-47-12__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,5,85.0,1.0,5,jtc / calibrated
2026-04-17T23-06-21__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep8.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,1,50.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-21__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep8.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,2,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-21__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep8.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,3,65.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-21__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep8.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,4,70.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-21__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep8.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,5,75.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-21__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep8.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,6,82.0,1.0,6,nonjtc / calibrated
2026-04-17T22-48-58__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,1,40.0,1.0,5,jtc / calibrated
2026-04-17T22-48-58__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,2,50.0,1.0,5,jtc / calibrated
2026-04-17T22-48-58__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,3,55.0,1.0,5,jtc / calibrated
2026-04-17T22-48-58__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,4,70.0,1.0,5,jtc / calibrated
2026-04-17T22-48-58__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,5,85.0,1.0,5,jtc / calibrated
2026-04-17T23-19-21__openai_gpt_5_4__jtc__calibrated__sequence_2__rep6.json,openai/gpt-5.4,jtc,calibrated,sequence_2,1,58.0,1.0,3,jtc / calibrated
2026-04-17T23-19-21__openai_gpt_5_4__jtc__calibrated__sequence_2__rep6.json,openai/gpt-5.4,jtc,calibrated,sequence_2,2,64.0,1.0,3,jtc / calibrated
2026-04-17T23-19-21__openai_gpt_5_4__jtc__calibrated__sequence_2__rep6.json,openai/gpt-5.4,jtc,calibrated,sequence_2,3,84.0,1.0,3,jtc / calibrated
2026-04-17T23-28-53__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep7.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,1,14.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-53__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep7.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,2,28.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-53__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep7.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,3,58.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-53__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep7.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,4,84.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-16-36__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep8.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,1,40.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-16-36__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep8.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,2,50.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-16-36__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep8.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,3,60.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-16-36__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep8.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,4,70.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-16-36__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep8.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,5,80.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-20-01__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep2.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,1,58.0,1.0,2,jtc / miscalibrated
2026-04-17T23-20-01__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep2.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,2,84.0,1.0,2,jtc / miscalibrated
2026-04-17T22-56-19__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,1,20.0,1.0,5,jtc / miscalibrated
2026-04-17T22-56-19__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,2,40.0,1.0,5,jtc / miscalibrated
2026-04-17T22-56-19__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,3,35.0,1.0,5,jtc / miscalibrated
2026-04-17T22-56-19__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,4,45.0,1.0,5,jtc / miscalibrated
2026-04-17T22-56-19__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,5,70.0,1.0,5,jtc / miscalibrated
2026-04-17T22-29-21__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-29-21__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,2,62.0,1.0,6,jtc / miscalibrated
2026-04-17T22-29-21__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,3,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-29-21__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,4,58.0,1.0,6,jtc / miscalibrated
2026-04-17T22-29-21__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,5,68.0,1.0,6,jtc / miscalibrated
2026-04-17T22-29-21__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,6,72.0,1.0,6,jtc / miscalibrated
2026-04-17T23-01-43__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,1,60.0,1.0,6,jtc / miscalibrated
2026-04-17T23-01-43__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,2,65.0,1.0,6,jtc / miscalibrated
2026-04-17T23-01-43__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,3,50.0,1.0,6,jtc / miscalibrated
2026-04-17T23-01-43__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,4,55.0,1.0,6,jtc / miscalibrated
2026-04-17T23-01-43__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,5,55.0,1.0,6,jtc / miscalibrated
2026-04-17T23-01-43__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,6,65.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-58__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep8.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-58__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep8.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,2,60.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-58__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep8.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,3,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-58__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep8.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,4,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-58__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep8.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,5,65.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-58__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep8.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,6,70.0,1.0,6,jtc / miscalibrated
2026-04-17T22-39-27__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,1,15.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-27__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,2,30.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-27__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,3,35.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-27__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,4,45.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-27__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,5,55.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-27__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep3.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,6,62.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-42-47__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,1,15.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-42-47__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,2,25.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-42-47__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,3,40.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-42-47__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,4,50.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-42-47__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,5,60.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-42-47__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,6,65.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-23-19__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep8.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,1,18.0,1.0,5,nonjtc / calibrated
2026-04-17T23-23-19__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep8.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,2,36.0,1.0,5,nonjtc / calibrated
2026-04-17T23-23-19__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep8.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,3,34.0,1.0,5,nonjtc / calibrated
2026-04-17T23-23-19__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep8.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,4,68.0,1.0,5,nonjtc / calibrated
2026-04-17T23-23-19__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep8.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,5,84.0,1.0,5,nonjtc / calibrated
2026-04-17T22-50-28__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep1.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,1,0.0,1.0,6,jtc / calibrated
2026-04-17T22-50-28__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep1.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,2,40.0,1.0,6,jtc / calibrated
2026-04-17T22-50-28__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep1.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,3,50.0,1.0,6,jtc / calibrated
2026-04-17T22-50-28__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep1.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,4,65.0,1.0,6,jtc / calibrated
2026-04-17T22-50-28__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep1.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,5,75.0,1.0,6,jtc / calibrated
2026-04-17T22-50-28__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep1.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,6,85.0,1.0,6,jtc / calibrated
2026-04-17T23-07-57__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep3.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,1,20.0,1.0,6,nonjtc / calibrated
2026-04-17T23-07-57__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep3.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,2,35.0,1.0,6,nonjtc / calibrated
